climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Y
-104,-6,-0.1,0.1,-1,-10,-10,0.005,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-125,-9,0,-0.04,-1,-10,9,0.009,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
273,-4,0.2,-0.06,-0.5,-9,9,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
361,7,0.19,-0.01,-0.1,-9,3,-0.002,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
297,15,0.17,0.09,0.2,-9,-14,-0.004,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-265,17,0.01,0.21,0.6,-8,-18,-0.015,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-301,16,-0.02,0.22,0.6,-8,-19,-0.014,-0.8,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,1
-339,15,-0.05,0.21,0.6,-8,-20,-0.014,-0.5,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0,-0.0002,0,-0.0007,1
-441,5,-0.3,0.07,0.4,-9,1,-0.018,-1.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-158,-15,-0.23,-0.04,-0.8,-10,9,0.001,-0.5,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
192,-15,0.15,-0.08,-1,-10,12,0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
323,-8,0.33,-0.04,-0.6,-9,5,0.01,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-340,0,-0.02,0.12,1.5,-8,-12,-0.01,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-534,-31,-0.21,0.05,1,-8,-4,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-548,-40,-0.23,-0.12,0.8,-8,4,-0.002,2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
-234,-54,-0.31,-0.14,0.3,-9,18,-0.005,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-198,-55,-0.32,-0.15,0.2,-9,18,-0.005,0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0.0001,0,-0.0006,1
322,-52,0.04,-0.15,-0.3,-9,18,0.014,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
551,-38,0.15,-0.08,-0.1,-9,10,0.003,0.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
579,-18,0.17,0.05,0.3,-9,-3,0,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
215,3,0.14,0.17,0.8,-8,-18,-0.003,-0.2,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0001,0,-0.0005,-1
-36,5,0.05,0.26,0.9,-8,-28,-0.009,-0.5,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,1
-191,4,-0.03,0.18,0.9,-8,-26,-0.015,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-341,-2,-0.18,-0.08,0.8,-8,-3,-0.016,4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-163,-12,-0.45,-0.08,0.1,-9,10,-0.011,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
217,-10,-0.18,-0.07,-1.3,-10,11,0.01,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
335,-2,0.01,-0.02,-1.4,-10,5,0.01,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
92,33,0.17,0.07,-0.3,-9,-5,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-312,26,0.09,0.12,0.4,-9,-12,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-331,11,0.04,0,0.5,-8,3,-0.003,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
138,-2,0.23,-0.02,0.6,-8,4,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
171,1,0.25,-0.01,0.8,-8,4,0.001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-160,6,-0.25,0.08,1.3,-8,-7,-0.011,-0.1,-0.0006,-0.0006,-0.0006,-0.0007,0,0,0.0001,0,-0.0007,1
233,5,-0.06,-0.07,0.4,-9,9,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
191,13,-0.02,0.08,0.3,-9,-12,0.001,1.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-429,6,0,0.18,0.3,-9,-17,0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-683,-16,0.02,0.11,0.3,-9,-11,0.001,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
155,-57,-0.11,-0.1,0.7,-8,12,-0.008,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
254,-54,-0.12,-0.03,0.6,-8,11,0.002,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
33,-25,-0.07,0.07,0.6,-8,-6,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
78,-24,-0.14,-0.02,0.4,-9,7,-0.004,-1,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
295,-5,0.12,0,0.3,-9,3,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
266,6,0.17,0.06,0.6,-8,-4,0.002,0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,1
-194,10,-0.02,0.13,1,-8,-12,-0.005,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
197,5,-0.02,-0.11,0.9,-8,14,0.001,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
304,8,-0.02,-0.01,0.9,-8,10,0,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
370,23,-0.08,0.02,0.8,-8,1,-0.004,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
250,39,-0.15,0.07,0.5,-9,-6,-0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-373,34,0.06,0.12,-0.1,-9,-11,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-225,-21,0.13,0,1.6,-7,2,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-331,-31,-0.13,0.09,1.7,-7,-8,-0.013,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-279,-43,-0.34,-0.05,1.1,-8,5,-0.009,0.3,-0.0005,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
-180,-48,-0.3,-0.07,0.7,-8,11,0.007,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
389,-42,0.01,-0.12,0.2,-9,16,0.008,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
306,-22,0.12,0.12,0.4,-9,-12,0.003,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,1
32,-17,0.11,0.17,0.6,-8,-18,-0.002,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
193,-14,0.02,-0.05,1,-8,7,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
265,4,-0.12,0.02,0.8,-8,1,-0.003,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-343,1,0.04,0.11,0.1,-9,-10,0.007,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-472,-16,0.09,0.06,0.3,-9,-5,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
193,-45,-0.2,-0.04,0.4,-9,7,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
232,-43,-0.22,0.04,0.2,-9,6,-0.004,-0.6,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,1
240,-41,-0.2,0.09,0.1,-9,-2,0.003,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
107,-36,-0.16,0.11,-0.3,-9,-12,0.003,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
244,-9,0.19,0.01,0.6,-8,1,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
226,-4,0.18,0.08,0.8,-8,-8,-0.002,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-123,1,-0.04,0.14,1.1,-8,-14,-0.009,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
300,-4,-0.11,-0.05,-1.5,-10,9,0.011,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
373,12,-0.01,0.04,-1.6,-11,1,0.002,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-396,18,0.17,0.21,-0.8,-10,-20,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-566,10,0.14,0.11,-0.7,-10,-13,-0.004,1.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-604,-10,0.17,0.06,-0.4,-9,1,-0.004,-1.1,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,1
-351,-37,-0.09,-0.07,-0.3,-9,11,-0.008,-0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,1
449,-36,0.06,-0.15,-0.5,-9,20,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
646,-24,0.09,-0.08,-0.4,-9,11,0.002,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
718,-18,0.1,-0.03,-0.4,-9,13,0.001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
519,32,-0.04,0.09,-0.2,-9,-8,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-248,48,-0.06,0.14,-0.5,-9,-13,0,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-243,14,0.2,0.01,-0.3,-9,2,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-403,0,-0.03,0.1,0.1,-9,-9,-0.012,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
116,-19,-0.04,-0.09,-0.3,-9,13,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
258,-13,-0.02,-0.05,-0.4,-9,6,0.001,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
54,2,-0.2,0.1,-0.7,-10,-8,-0.005,-0.1,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,1
17,2,-0.15,0.04,-0.8,-10,-5,0.011,0.9,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
125,3,0.1,-0.05,-0.9,-10,9,0.013,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-267,4,0.25,0.14,0.4,-9,-14,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-387,-5,0.22,0.08,0.7,-8,-4,-0.002,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-342,-26,-0.19,-0.01,0.9,-8,3,-0.016,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
435,-27,-0.12,-0.15,-0.2,-9,19,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
581,-20,-0.08,-0.05,-0.3,-9,15,0.005,-1.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
672,7,0.02,0.03,-0.4,-9,1,0.003,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
519,38,0.03,0.09,-0.3,-9,-8,-0.001,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-308,52,0.22,0.13,0.7,-8,-13,0.001,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,1
-462,4,-0.2,0.03,0.7,-8,-2,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-378,-11,-0.22,-0.04,0.3,-9,6,0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-354,-14,-0.22,-0.04,0.2,-9,6,0.001,0.2,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0.0001,0,-0.0005,1
-152,-30,0.31,-0.02,0.4,-9,4,0.011,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,0,0,-0.0002,0,-0.0003,1
-148,-42,-0.01,0.04,1.8,-7,-3,-0.013,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
311,-40,-0.15,-0.11,1.2,-8,13,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
427,-20,-0.07,0.01,0.9,-8,1,0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-274,2,-0.02,0.08,0.6,-8,-7,0,0,-0.0006,-0.0006,-0.0006,-0.0005,0,0,-0.0001,0,-0.0005,1
-162,-13,-0.07,-0.03,0.4,-9,6,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-95,-19,0.05,0.02,0.4,-9,1,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-23,-21,0.13,-0.04,0.5,-8,10,0.006,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
25,-21,0.16,-0.05,0.6,-8,7,0.003,-0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0,-0.0002,0,-0.0005,1
-60,-20,-0.34,0.05,0.2,-9,-4,-0.01,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-178,-24,-0.39,0.1,-0.7,-10,-7,0,0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-77,-30,-0.11,-0.06,-1.2,-10,9,0.017,0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
124,-28,0.05,-0.02,-1.2,-10,5,0.001,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-130,-26,0.11,0.09,-0.9,-10,-6,0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
234,-17,-0.31,-0.02,-0.8,-10,4,0.001,0.2,-0.0005,-0.0005,-0.0005,-0.0006,0.0001,0,0,0,-0.0006,1
354,-10,-0.14,-0.04,-1.2,-10,8,0.012,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
454,1,-0.03,-0.02,-1.3,-10,5,0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
251,28,0.13,0.08,-1.1,-10,-7,0.008,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-370,25,0.24,0.15,0.3,-9,-15,-0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-381,-8,-0.2,0.01,0.7,-8,2,-0.015,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,1
-272,-17,-0.37,-0.11,0.3,-9,17,-0.011,0,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0,0.0002,0,-0.0007,1
360,-15,0.01,-0.16,-0.4,-9,20,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
558,-7,0.1,-0.12,-0.3,-9,18,0.004,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
662,0,0.12,0.01,-0.3,-9,16,0.003,-1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
593,24,0.16,0.1,0.2,-9,-7,0.001,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-270,45,-0.11,0.17,0.8,-8,-17,-0.011,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-373,31,-0.28,0.02,0.4,-9,3,-0.007,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-343,26,-0.3,-0.14,0.1,-9,8,0.002,2.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-160,21,-0.23,-0.14,-0.3,-9,19,0.006,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-135,18,-0.15,0.12,-0.7,-10,-10,-0.002,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,1
-266,7,0.22,0.07,-0.7,-10,-4,0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-281,3,0.32,-0.15,-0.5,-9,4,0.012,3.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
-488,-45,0.35,-0.02,-0.3,-6,3,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,-1
-474,-51,0.39,0.11,0.1,-6,-2,0.001,-1.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
-504,-65,0.36,0.03,0.7,-5,2,-0.003,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
-417,-84,0.24,-0.06,1.5,-5,4,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
64,-94,0.09,-0.26,1.9,-4,24,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
380,-89,0.01,-0.2,2,-4,18,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,-1
606,-77,-0.11,-0.13,1.9,-4,11,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
409,-19,-0.33,0.08,0.4,-6,-8,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
395,-18,-0.33,0.08,0.4,-6,-8,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,-1
-680,-35,0.22,0.14,-0.6,-6,-14,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-763,-55,0.34,-0.15,-0.1,-6,9,0.007,1.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-361,-80,0.49,-0.17,1.1,-5,16,0.004,0.1,-0.0003,-0.0003,-0.0003,-0.0002,-0.0001,0,-0.0002,0,-0.0002,1
229,-84,0.19,-0.11,2.7,-3,12,-0.013,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
343,-76,-0.02,-0.07,2.8,-3,4,-0.013,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
186,-60,-0.38,0.09,2.2,-4,-10,-0.01,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,-1
-79,-58,-0.39,0.14,1.3,-5,-14,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
301,-41,0.28,-0.02,1.1,-5,2,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,-1
28,-26,0.03,0.08,1.9,-4,-8,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,-0.0001,0,-0.0005,-1
-74,-27,-0.22,0.03,1.7,-4,-4,-0.01,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
4,-30,-0.43,-0.02,0.4,-6,3,-0.003,0,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,-1
-6,-30,-0.36,0.02,-0.5,-6,-3,0.006,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
20,-30,-0.25,-0.03,-0.9,-7,6,0.009,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
356,-20,0.15,-0.09,-1,-7,11,0.011,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
320,10,0.47,0.04,0.6,-5,-5,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,-0.0002,0,-0.0003,-1
-150,21,-0.23,0.1,1.7,-4,-11,-0.016,0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,1
-224,17,-0.35,-0.11,1.4,-5,3,-0.008,2.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-213,17,-0.36,-0.07,1.3,-5,6,-0.007,1.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
32,9,-0.19,-0.05,-0.1,-6,6,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-5,16,0.28,0.03,0.7,-5,-3,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,-1
-9,16,0.29,0.03,0.7,-5,-3,0.002,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
-127,13,0.14,0.05,1.3,-5,-6,-0.008,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-136,-7,-0.4,0.01,-0.1,-6,0,-0.003,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
55,-13,0.37,0.01,0.1,-6,1,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,1
18,-12,0.22,0.03,0.7,-5,-3,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
2,-12,0.17,0.11,0.8,-5,-4,-0.01,-0.6,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,1
-139,-14,-0.21,0.07,0.8,-5,-7,-0.019,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-60,-20,-0.58,-0.06,-0.3,-6,7,-0.012,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,1
-36,-21,-0.61,0.03,-1.5,-7,-5,0.004,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-3,-24,0.31,0.02,-2.5,-8,1,0.016,-0.1,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,1
-296,-31,0.38,0.12,-1,-7,-11,-0.005,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-392,-40,0.31,0.06,-0.5,-6,-3,-0.006,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-374,-63,0.06,0,0.3,-6,1,-0.009,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-372,-65,0.05,0,0.3,-6,1,-0.009,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-415,-76,0.01,0.04,0.3,-6,-4,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-130,-91,0.04,-0.15,0.4,-6,16,0.001,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
45,-92,0.08,-0.1,0.5,-6,8,0.002,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
199,-84,0.13,-0.03,0.8,-5,3,0.001,0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,1
212,-61,-0.3,0.01,0.3,-6,-1,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
278,16,0.08,0.02,0.6,-5,-3,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
177,32,-0.2,0.03,0.3,-6,-4,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
168,55,0.14,0.01,-0.2,-6,-1,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-242,55,0.21,0.13,0.6,-5,-14,0,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,1
-375,39,0.06,0.02,1,-5,-3,-0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-378,38,0.05,0.03,1.1,-5,-3,-0.007,-0.2,-0.0005,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
-216,11,-0.31,-0.04,0.3,-6,4,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-29,3,-0.25,-0.04,-0.8,-7,6,0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
15,9,0.24,0.02,0.7,-5,-2,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-143,3,-0.25,0.03,0.7,-5,-4,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
-45,-17,0.32,0.02,1,-5,-2,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,1
-51,-17,0.3,0.02,1.1,-5,-2,-0.006,0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,1
113,-14,-0.29,-0.03,1.2,-5,3,-0.011,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,1
